id,label,message,clean_text
1841,falsa,"Transferência pedida no valor de R$ 4.773,00. Se não reconhece, acesse oi.is/yai7d2 e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse oiisyaid e cancele agora
2109,falsa,"Você tem uma entrega pendente. Clique rb.gy/sspn32 para agendar nova data e pagar taxa de R$ 1.170,00.",voce tem uma entrega pendente clique rbgysspn para agendar nova data e pagar taxa de r
3681,falsa,"Transferência pedida no valor de R$ 910,00. Se não reconhece, acesse app.link/rubq7y e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse applinkrubqy e cancele agora
14,falsa,"Parabéns Mariana Santos! Você ganhou um prêmio de R$ 3.317,00. Acesse rb.gy/7uubcx e confirme seus dados para resgatar.",parabens mariana santos voce ganhou um premio de r acesse rbgyuubcx e confirme seus dados para resgatar
2674,falsa,"Transferência pedida no valor de R$ 2.742,00. Se não reconhece, acesse tinyurl.com/topy7v e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse tinyurlcomtopyv e cancele agora
1979,falsa,"Você tem uma entrega pendente. Clique bit.ly/r18606 para agendar nova data e pagar taxa de R$ 1.881,00.",voce tem uma entrega pendente clique bitlyr para agendar nova data e pagar taxa de r
7740,veridica,Seu código de confirmação é 222524. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
6642,veridica,"Recarga realizada com sucesso. Crédito de R$ 435,00 adicionado ao número +55 (21) 6571-4320.",recarga realizada com sucesso credito de r adicionado ao numero
3603,falsa,"Parabéns Mariana Ribeiro! Você ganhou um prêmio de R$ 110,00. Acesse tinyurl.com/r5i1so e confirme seus dados para resgatar.",parabens mariana ribeiro voce ganhou um premio de r acesse tinyurlcomriso e confirme seus dados para resgatar
864,falsa,"Transferência pedida no valor de R$ 4.691,00. Se não reconhece, acesse oi.is/91jgjt e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse oiisjgjt e cancele agora
5545,veridica,Entrega realizada: seu pedido Pedido #1166 foi entregue hoje às 20:30. Agradecemos!,entrega realizada seu pedido pedido foi entregue hoje as agradecemos
1062,falsa,"Você tem uma entrega pendente. Clique bit.ly/ocs224 para agendar nova data e pagar taxa de R$ 4.687,00.",voce tem uma entrega pendente clique bitlyocs para agendar nova data e pagar taxa de r
7015,veridica,Agendamento confirmado: Consulta com Dr. Fernanda Ribeiro em amanhã às 22:30. Compareça 15 min antes.,agendamento confirmado consulta com dr fernanda ribeiro em amanha as compareca min antes
8263,veridica,Promoção: Compre 2 e leve 3 na loja Loja do João. Válido até sexta-feira.,promocao compre e leve na loja loja do joao valido ate sextafeira
7774,veridica,"Recarga realizada com sucesso. Crédito de R$ 1.151,00 adicionado ao número +55 (85) 6583-8793.",recarga realizada com sucesso credito de r adicionado ao numero
5668,veridica,"Recarga realizada com sucesso. Crédito de R$ 3.342,00 adicionado ao número +55 (11) 9146-6418.",recarga realizada com sucesso credito de r adicionado ao numero
6006,veridica,"Recarga realizada com sucesso. Crédito de R$ 3.533,00 adicionado ao número +55 (71) 7851-7609.",recarga realizada com sucesso credito de r adicionado ao numero
1146,falsa,"Olá, sou do suporte técnico. Notamos atividade suspeita no seu aparelho. Autorize remoto em rb.gy/mas41r.",ola sou do suporte tecnico notamos atividade suspeita no seu aparelho autorize remoto em rbgymasr
4414,falsa,"CAIXA ECONOMICA: Agendado para amanhã TED p/Paulo Oliveira valor 3.837,00 reais. Caso nao foi voce preserve a integridade da sua conta rb.gy/l16xjp",caixa economica agendado para amanha ted ppaulo oliveira valor reais caso nao foi voce preserve a integridade da sua conta rbgylxjp
778,falsa,Atualização de sistema necessária. Baixe o patch em app.link/4ftlh3 para continuar usando o serviço.,atualizacao de sistema necessaria baixe o patch em applinkftlh para continuar usando o servico
5619,veridica,Aviso de manutenção: o sistema ficará indisponível em amanhã das 19:45 às 20:30.,aviso de manutencao o sistema ficara indisponivel em amanha das as
9247,veridica,"Olá Ana Rocha, sua solicitação foi recebida. Em breve nossa equipe entrará em contato.",ola ana rocha sua solicitacao foi recebida em breve nossa equipe entrara em contato
2046,falsa,"Olá, sou do suporte técnico. Notamos atividade suspeita no seu aparelho. Autorize remoto em oi.is/7n3ytc.",ola sou do suporte tecnico notamos atividade suspeita no seu aparelho autorize remoto em oiisnytc
2352,falsa,Atualização de sistema necessária. Baixe o patch em tinyurl.com/mxa6s0 para continuar usando o serviço.,atualizacao de sistema necessaria baixe o patch em tinyurlcommxas para continuar usando o servico
1012,falsa,"Transferência pedida no valor de R$ 1.170,00. Se não reconhece, acesse tinyurl.com/7sw1k9 e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse tinyurlcomswk e cancele agora
3166,falsa,"Seu código de segurança é 031501. Não compartilhe. Caso não pediu, acesse rb.gy/bx3av0.",seu codigo de seguranca e nao compartilhe caso nao pediu acesse rbgybxav
722,falsa,"Você tem uma entrega pendente. Clique bit.ly/y2da5b para agendar nova data e pagar taxa de R$ 4.356,00.",voce tem uma entrega pendente clique bitlyydab para agendar nova data e pagar taxa de r
4753,falsa,"Transferência pedida no valor de R$ 3.287,00. Se não reconhece, acesse app.link/bfte1m e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse applinkbftem e cancele agora
2489,falsa,Seu CPF foi bloqueado por suspeita de fraude. Clique app.link/apqwin para desbloquear antes de hoje.,seu cpf foi bloqueado por suspeita de fraude clique applinkapqwin para desbloquear antes de hoje
2481,falsa,"Parabéns Mariana Souza! Você ganhou um prêmio de R$ 3.765,00. Acesse bit.ly/yj8c2n e confirme seus dados para resgatar.",parabens mariana souza voce ganhou um premio de r acesse bitlyyjcn e confirme seus dados para resgatar
8569,veridica,SESC: Inscrição confirmada para o curso Desenvolvimento Web em segunda-feira. Boas-vindas!,sesc inscricao confirmada para o curso desenvolvimento web em segundafeira boasvindas
6630,veridica,"Olá João Cardoso, sua solicitação foi recebida. Em breve nossa equipe entrará em contato.",ola joao cardoso sua solicitacao foi recebida em breve nossa equipe entrara em contato
7804,veridica,"Banco do Brasil: TED agendado para sexta-feira no valor de R$ 2.706,00. Saldo após operação: R$ 4.798,00.",banco do brasil ted agendado para sextafeira no valor de r saldo apos operacao r
7186,veridica,SESC: Inscrição confirmada para o curso Yoga em terça-feira. Boas-vindas!,sesc inscricao confirmada para o curso yoga em tercafeira boasvindas
3262,falsa,Atualização de sistema necessária. Baixe o patch em oi.is/0rkyiq para continuar usando o serviço.,atualizacao de sistema necessaria baixe o patch em oiisrkyiq para continuar usando o servico
2576,falsa,"Parabéns Lucas Rocha! Você ganhou um prêmio de R$ 868,00. Acesse rb.gy/0nwevh e confirme seus dados para resgatar.",parabens lucas rocha voce ganhou um premio de r acesse rbgynwevh e confirme seus dados para resgatar
7324,veridica,"Fatura gerada: Vencimento em hoje. Valor devido: R$ 1.696,00. Pague pelo app do banco.",fatura gerada vencimento em hoje valor devido r pague pelo app do banco
624,falsa,"CAIXA ECONOMICA: Agendado para terça-feira TED p/Paulo Costa valor 3.781,00 reais. Caso nao foi voce preserve a integridade da sua conta oi.is/57ly75",caixa economica agendado para tercafeira ted ppaulo costa valor reais caso nao foi voce preserve a integridade da sua conta oiisly
204,falsa,"Recebemos pedido de saque via PIX no valor de R$ 1.019,00. Caso não tenha solicitado, acesse rb.gy/qvs8a0 e solicite reembolso.",recebemos pedido de saque via pix no valor de r caso nao tenha solicitado acesse rbgyqvsa e solicite reembolso
563,falsa,"Parabéns Bruno Oliveira! Você ganhou um prêmio de R$ 4.956,00. Acesse bit.ly/sidaso e confirme seus dados para resgatar.",parabens bruno oliveira voce ganhou um premio de r acesse bitlysidaso e confirme seus dados para resgatar
8499,veridica,"Fatura gerada: Vencimento em terça-feira. Valor devido: R$ 1.371,00. Pague pelo app do banco.",fatura gerada vencimento em tercafeira valor devido r pague pelo app do banco
6617,veridica,Seu código de confirmação é 423204. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
8872,veridica,Entrega realizada: seu pedido Pedido #9158 foi entregue hoje às 21:15. Agradecemos!,entrega realizada seu pedido pedido foi entregue hoje as agradecemos
3295,falsa,"CAIXA ECONOMICA: Agendado para sexta-feira TED p/Fernanda Silva valor 2.077,00 reais. Caso nao foi voce preserve a integridade da sua conta tinyurl.com/5qqd8u",caixa economica agendado para sextafeira ted pfernanda silva valor reais caso nao foi voce preserve a integridade da sua conta tinyurlcomqqdu
8578,veridica,SESC: Inscrição confirmada para o curso Iniciação em Fotografia em terça-feira. Boas-vindas!,sesc inscricao confirmada para o curso iniciacao em fotografia em tercafeira boasvindas
3472,falsa,"Transferência pedida no valor de R$ 4.451,00. Se não reconhece, acesse rb.gy/kxnk47 e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse rbgykxnk e cancele agora
7124,veridica,Seu código de confirmação é 311305. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
8109,veridica,Entrega realizada: seu pedido Pedido #3998 foi entregue hoje às 10:15. Agradecemos!,entrega realizada seu pedido pedido foi entregue hoje as agradecemos
5007,veridica,"Recarga realizada com sucesso. Crédito de R$ 703,00 adicionado ao número +55 (31) 5339-1253.",recarga realizada com sucesso credito de r adicionado ao numero
4653,falsa,"Seu código de segurança é 151233. Não compartilhe. Caso não pediu, acesse oi.is/vggp3l.",seu codigo de seguranca e nao compartilhe caso nao pediu acesse oiisvggpl
9223,veridica,SESC: Inscrição confirmada para o curso Yoga em terça-feira. Boas-vindas!,sesc inscricao confirmada para o curso yoga em tercafeira boasvindas
488,falsa,Atualize seus dados no banco: app.link/n6tj9x - Falha em 24h pode cancelar sua conta.,atualize seus dados no banco applinkntjx falha em h pode cancelar sua conta
3185,falsa,"Recebemos pedido de saque via PIX no valor de R$ 587,00. Caso não tenha solicitado, acesse rb.gy/3dad6r e solicite reembolso.",recebemos pedido de saque via pix no valor de r caso nao tenha solicitado acesse rbgydadr e solicite reembolso
3105,falsa,Atualize seus dados no banco: tinyurl.com/qsyqqt - Falha em 24h pode cancelar sua conta.,atualize seus dados no banco tinyurlcomqsyqqt falha em h pode cancelar sua conta
185,falsa,Atualize seus dados no banco: app.link/gsic43 - Falha em 24h pode cancelar sua conta.,atualize seus dados no banco applinkgsic falha em h pode cancelar sua conta
4592,falsa,"Transferência pedida no valor de R$ 4.592,00. Se não reconhece, acesse app.link/ysihx2 e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse applinkysihx e cancele agora
7440,veridica,Agendamento confirmado: Consulta com Dr. Mariana Almeida em segunda-feira às 12:30. Compareça 15 min antes.,agendamento confirmado consulta com dr mariana almeida em segundafeira as compareca min antes
6505,veridica,Entrega realizada: seu pedido Pedido #7013 foi entregue hoje às 14:45. Agradecemos!,entrega realizada seu pedido pedido foi entregue hoje as agradecemos
7794,veridica,"Recarga realizada com sucesso. Crédito de R$ 3.109,00 adicionado ao número +55 (71) 9897-5293.",recarga realizada com sucesso credito de r adicionado ao numero
3534,falsa,Atualize seus dados no banco: oi.is/uh3jba - Falha em 24h pode cancelar sua conta.,atualize seus dados no banco oiisuhjba falha em h pode cancelar sua conta
3426,falsa,Atualize seus dados no banco: oi.is/mwnvqj - Falha em 24h pode cancelar sua conta.,atualize seus dados no banco oiismwnvqj falha em h pode cancelar sua conta
6446,veridica,"Olá Gustavo Costa, sua solicitação foi recebida. Em breve nossa equipe entrará em contato.",ola gustavo costa sua solicitacao foi recebida em breve nossa equipe entrara em contato
2354,falsa,Atualização de sistema necessária. Baixe o patch em oi.is/bghrox para continuar usando o serviço.,atualizacao de sistema necessaria baixe o patch em oiisbghrox para continuar usando o servico
2828,falsa,"Transferência pedida no valor de R$ 200,00. Se não reconhece, acesse rb.gy/tly4w3 e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse rbgytlyw e cancele agora
5358,veridica,Seu código de confirmação é 254501. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
7721,veridica,Seu código de confirmação é 252545. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
857,falsa,"Você tem uma entrega pendente. Clique tinyurl.com/ohxwed para agendar nova data e pagar taxa de R$ 4.340,00.",voce tem uma entrega pendente clique tinyurlcomohxwed para agendar nova data e pagar taxa de r
1134,falsa,"Você tem uma entrega pendente. Clique oi.is/xyk2e5 para agendar nova data e pagar taxa de R$ 130,00.",voce tem uma entrega pendente clique oiisxyke para agendar nova data e pagar taxa de r
9388,veridica,"Olá Beatriz Almeida, sua solicitação foi recebida. Em breve nossa equipe entrará em contato.",ola beatriz almeida sua solicitacao foi recebida em breve nossa equipe entrara em contato
7005,veridica,"Olá Carlos Oliveira, sua solicitação foi recebida. Em breve nossa equipe entrará em contato.",ola carlos oliveira sua solicitacao foi recebida em breve nossa equipe entrara em contato
1140,falsa,"Seu código de segurança é 125043. Não compartilhe. Caso não pediu, acesse tinyurl.com/3ev1rd.",seu codigo de seguranca e nao compartilhe caso nao pediu acesse tinyurlcomevrd
818,falsa,"Seu código de segurança é 100530. Não compartilhe. Caso não pediu, acesse tinyurl.com/do7l5d.",seu codigo de seguranca e nao compartilhe caso nao pediu acesse tinyurlcomdold
7932,veridica,"Recarga realizada com sucesso. Crédito de R$ 4.424,00 adicionado ao número +55 (71) 0901-9191.",recarga realizada com sucesso credito de r adicionado ao numero
9718,veridica,Seu código de confirmação é 143154. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
1587,falsa,"CAIXA ECONOMICA: Agendado para terça-feira TED p/Bruno Pereira valor 2.948,00 reais. Caso nao foi voce preserve a integridade da sua conta tinyurl.com/zvetc5",caixa economica agendado para tercafeira ted pbruno pereira valor reais caso nao foi voce preserve a integridade da sua conta tinyurlcomzvetc
5024,veridica,Agendamento confirmado: Consulta com Dr. Rafaela Cardoso em segunda-feira às 16:30. Compareça 15 min antes.,agendamento confirmado consulta com dr rafaela cardoso em segundafeira as compareca min antes
3651,falsa,"Você tem uma entrega pendente. Clique bit.ly/buw6f5 para agendar nova data e pagar taxa de R$ 2.029,00.",voce tem uma entrega pendente clique bitlybuwf para agendar nova data e pagar taxa de r
5129,veridica,"Recarga realizada com sucesso. Crédito de R$ 1.802,00 adicionado ao número +55 (85) 1588-4945.",recarga realizada com sucesso credito de r adicionado ao numero
2062,falsa,"Você tem uma entrega pendente. Clique oi.is/rsvh4g para agendar nova data e pagar taxa de R$ 4.802,00.",voce tem uma entrega pendente clique oiisrsvhg para agendar nova data e pagar taxa de r
1944,falsa,"Você tem uma entrega pendente. Clique rb.gy/xtj98k para agendar nova data e pagar taxa de R$ 1.066,00.",voce tem uma entrega pendente clique rbgyxtjk para agendar nova data e pagar taxa de r
2549,falsa,"Você tem uma entrega pendente. Clique oi.is/x6gtx9 para agendar nova data e pagar taxa de R$ 3.030,00.",voce tem uma entrega pendente clique oiisxgtx para agendar nova data e pagar taxa de r
3862,falsa,"Parabéns Lucas Silva! Você ganhou um prêmio de R$ 2.889,00. Acesse tinyurl.com/m48m22 e confirme seus dados para resgatar.",parabens lucas silva voce ganhou um premio de r acesse tinyurlcommm e confirme seus dados para resgatar
676,falsa,Atualização de sistema necessária. Baixe o patch em app.link/a6d9er para continuar usando o serviço.,atualizacao de sistema necessaria baixe o patch em applinkader para continuar usando o servico
5202,veridica,Aviso de manutenção: o sistema ficará indisponível em sexta-feira das 20:00 às 09:15.,aviso de manutencao o sistema ficara indisponivel em sextafeira das as
3956,falsa,Atualização de sistema necessária. Baixe o patch em app.link/us5dsp para continuar usando o serviço.,atualizacao de sistema necessaria baixe o patch em applinkusdsp para continuar usando o servico
8607,veridica,SESC: Inscrição confirmada para o curso Yoga em sexta-feira. Boas-vindas!,sesc inscricao confirmada para o curso yoga em sextafeira boasvindas
970,falsa,Atualize seus dados no banco: tinyurl.com/8li72w - Falha em 24h pode cancelar sua conta.,atualize seus dados no banco tinyurlcomliw falha em h pode cancelar sua conta
6731,veridica,Seu código de confirmação é 030250. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
5672,veridica,Entrega realizada: seu pedido Pedido #3043 foi entregue hoje às 16:00. Agradecemos!,entrega realizada seu pedido pedido foi entregue hoje as agradecemos
2424,falsa,Atualize seus dados no banco: app.link/nagnid - Falha em 24h pode cancelar sua conta.,atualize seus dados no banco applinknagnid falha em h pode cancelar sua conta
9278,veridica,SESC: Inscrição confirmada para o curso Iniciação em Fotografia em quarta-feira. Boas-vindas!,sesc inscricao confirmada para o curso iniciacao em fotografia em quartafeira boasvindas
3715,falsa,"Recebemos pedido de saque via PIX no valor de R$ 128,00. Caso não tenha solicitado, acesse app.link/c1l9fj e solicite reembolso.",recebemos pedido de saque via pix no valor de r caso nao tenha solicitado acesse applinkclfj e solicite reembolso
978,falsa,"Recebemos pedido de saque via PIX no valor de R$ 3.348,00. Caso não tenha solicitado, acesse rb.gy/uuxop6 e solicite reembolso.",recebemos pedido de saque via pix no valor de r caso nao tenha solicitado acesse rbgyuuxop e solicite reembolso
1707,falsa,"Parabéns Carlos Cardoso! Você ganhou um prêmio de R$ 4.664,00. Acesse rb.gy/go2n5m e confirme seus dados para resgatar.",parabens carlos cardoso voce ganhou um premio de r acesse rbgygonm e confirme seus dados para resgatar
4494,falsa,"Você tem uma entrega pendente. Clique app.link/7d1d2h para agendar nova data e pagar taxa de R$ 1.852,00.",voce tem uma entrega pendente clique applinkddh para agendar nova data e pagar taxa de r
6117,veridica,"Banco do Brasil: TED agendado para segunda-feira no valor de R$ 2.531,00. Saldo após operação: R$ 2.371,00.",banco do brasil ted agendado para segundafeira no valor de r saldo apos operacao r
1692,falsa,"Seu código de segurança é 444400. Não compartilhe. Caso não pediu, acesse tinyurl.com/afvnuy.",seu codigo de seguranca e nao compartilhe caso nao pediu acesse tinyurlcomafvnuy
8917,veridica,Entrega realizada: seu pedido Pedido #5067 foi entregue hoje às 15:30. Agradecemos!,entrega realizada seu pedido pedido foi entregue hoje as agradecemos
5714,veridica,"Banco do Brasil: TED agendado para hoje no valor de R$ 2.045,00. Saldo após operação: R$ 4.889,00.",banco do brasil ted agendado para hoje no valor de r saldo apos operacao r
159,falsa,"Parabéns Mariana Ribeiro! Você ganhou um prêmio de R$ 1.103,00. Acesse tinyurl.com/cup8ij e confirme seus dados para resgatar.",parabens mariana ribeiro voce ganhou um premio de r acesse tinyurlcomcupij e confirme seus dados para resgatar
4271,falsa,"Transferência pedida no valor de R$ 4.472,00. Se não reconhece, acesse tinyurl.com/yal5of e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse tinyurlcomyalof e cancele agora
2161,falsa,"Você tem uma entrega pendente. Clique app.link/qbilvm para agendar nova data e pagar taxa de R$ 751,00.",voce tem uma entrega pendente clique applinkqbilvm para agendar nova data e pagar taxa de r
6678,veridica,Aviso de manutenção: o sistema ficará indisponível em segunda-feira das 14:30 às 19:00.,aviso de manutencao o sistema ficara indisponivel em segundafeira das as
4313,falsa,"Transferência pedida no valor de R$ 1.256,00. Se não reconhece, acesse app.link/14vywn e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse applinkvywn e cancele agora
5682,veridica,Seu código de confirmação é 334402. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
8267,veridica,Entrega realizada: seu pedido Pedido #1913 foi entregue hoje às 11:45. Agradecemos!,entrega realizada seu pedido pedido foi entregue hoje as agradecemos
5170,veridica,Seu código de confirmação é 312215. Use este código para finalizar seu cadastro.,seu codigo de confirmacao e use este codigo para finalizar seu cadastro
6264,veridica,Promoção: Compre 2 e leve 3 na loja SuperOfertas. Válido até amanhã.,promocao compre e leve na loja superofertas valido ate amanha
1258,falsa,"Transferência pedida no valor de R$ 4.202,00. Se não reconhece, acesse oi.is/os58yo e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse oiisosyo e cancele agora
4370,falsa,"Seu código de segurança é 214410. Não compartilhe. Caso não pediu, acesse bit.ly/if3vdv.",seu codigo de seguranca e nao compartilhe caso nao pediu acesse bitlyifvdv
9527,veridica,Aviso de manutenção: o sistema ficará indisponível em terça-feira das 15:45 às 12:30.,aviso de manutencao o sistema ficara indisponivel em tercafeira das as
2218,falsa,"Recebemos pedido de saque via PIX no valor de R$ 1.803,00. Caso não tenha solicitado, acesse rb.gy/cbzcxq e solicite reembolso.",recebemos pedido de saque via pix no valor de r caso nao tenha solicitado acesse rbgycbzcxq e solicite reembolso
7433,veridica,"Banco do Brasil: TED agendado para quinta-feira no valor de R$ 1.915,00. Saldo após operação: R$ 4.862,00.",banco do brasil ted agendado para quintafeira no valor de r saldo apos operacao r
9577,veridica,"Olá Rafaela Almeida, sua solicitação foi recebida. Em breve nossa equipe entrará em contato.",ola rafaela almeida sua solicitacao foi recebida em breve nossa equipe entrara em contato
6086,veridica,Agendamento confirmado: Consulta com Dr. Ana Silva em quinta-feira às 20:15. Compareça 15 min antes.,agendamento confirmado consulta com dr ana silva em quintafeira as compareca min antes
6610,veridica,Agendamento confirmado: Consulta com Dr. Fernanda Pereira em amanhã às 21:15. Compareça 15 min antes.,agendamento confirmado consulta com dr fernanda pereira em amanha as compareca min antes
7053,veridica,"Banco do Brasil: TED agendado para quarta-feira no valor de R$ 459,00. Saldo após operação: R$ 4.423,00.",banco do brasil ted agendado para quartafeira no valor de r saldo apos operacao r
475,falsa,"Você tem uma entrega pendente. Clique bit.ly/1hxe5z para agendar nova data e pagar taxa de R$ 4.425,00.",voce tem uma entrega pendente clique bitlyhxez para agendar nova data e pagar taxa de r
6429,veridica,Promoção: Compre 2 e leve 3 na loja SuperOfertas. Válido até quarta-feira.,promocao compre e leve na loja superofertas valido ate quartafeira
3028,falsa,"Transferência pedida no valor de R$ 4.604,00. Se não reconhece, acesse app.link/lz44hb e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse applinklzhb e cancele agora
9350,veridica,Agendamento confirmado: Consulta com Dr. João Santos em segunda-feira às 19:30. Compareça 15 min antes.,agendamento confirmado consulta com dr joao santos em segundafeira as compareca min antes
6468,veridica,"Olá Paulo Rocha, sua solicitação foi recebida. Em breve nossa equipe entrará em contato.",ola paulo rocha sua solicitacao foi recebida em breve nossa equipe entrara em contato
8221,veridica,"Banco do Brasil: TED agendado para segunda-feira no valor de R$ 3.642,00. Saldo após operação: R$ 395,00.",banco do brasil ted agendado para segundafeira no valor de r saldo apos operacao r
5611,veridica,Agendamento confirmado: Consulta com Dr. Camila Souza em hoje às 08:15. Compareça 15 min antes.,agendamento confirmado consulta com dr camila souza em hoje as compareca min antes
720,falsa,"Recebemos pedido de saque via PIX no valor de R$ 1.759,00. Caso não tenha solicitado, acesse rb.gy/fdxk31 e solicite reembolso.",recebemos pedido de saque via pix no valor de r caso nao tenha solicitado acesse rbgyfdxk e solicite reembolso
163,falsa,"Olá, sou do suporte técnico. Notamos atividade suspeita no seu aparelho. Autorize remoto em tinyurl.com/7p0rnp.",ola sou do suporte tecnico notamos atividade suspeita no seu aparelho autorize remoto em tinyurlcomprnp
221,falsa,"Parabéns Gustavo Souza! Você ganhou um prêmio de R$ 4.776,00. Acesse oi.is/1hbj6t e confirme seus dados para resgatar.",parabens gustavo souza voce ganhou um premio de r acesse oiishbjt e confirme seus dados para resgatar
4659,falsa,"Seu código de segurança é 345104. Não compartilhe. Caso não pediu, acesse app.link/zh6uey.",seu codigo de seguranca e nao compartilhe caso nao pediu acesse applinkzhuey
9035,veridica,SESC: Inscrição confirmada para o curso Desenvolvimento Web em terça-feira. Boas-vindas!,sesc inscricao confirmada para o curso desenvolvimento web em tercafeira boasvindas
1418,falsa,"Transferência pedida no valor de R$ 3.881,00. Se não reconhece, acesse rb.gy/d8spw0 e cancele agora.",transferencia pedida no valor de r se nao reconhece acesse rbgydspw e cancele agora
8372,veridica,Aviso de manutenção: o sistema ficará indisponível em sexta-feira das 16:45 às 10:30.,aviso de manutencao o sistema ficara indisponivel em sextafeira das as
