id,label,message
15586,golpe,"Você recebeu um PIX de R$1.515,00. Para reembolzar acezze tinyurl.com/yhgtdnu e confirme identidade."
96416,veridico,"Olá, Mensagem do sistema: manutenção programada em quarta-feira das 16:45 às 10:15."
72014,veridico,Entrega realizada: seu pedido Pedido #197553 foi entregue hoje às 08:30. Agradecemos a preferência!
37782,golpe,"Ana Carvalho, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em tinyurl.com/8n4i8a6 ou ligue +55 (51) 3923-0021."
88679,veridico,"Bom dia, Fatura gerada: Vencimento em amanhã. Valor devido: R$ 7.801,00. Pague pelo app."
50617,veridico,Seu código de confirmação é 672245. Utilize para concluir seu cadastro. Protocolo: 912539.
98620,veridico,Agendamento confirmado: Consulta com Dr. Marina Nunes em amanhã às 15:00. Comparecer 15min antes.
93623,veridico,"Bom dia, Compra confirmada: MercadoFácil - Pedido Pedido #255728. Valor R$ 5.742,00. Acompanhe pelo app. Protocolo: 910954."
19933,golpe,Pagamento recusado: verifique seus dados em tinyurl.com/ubibn0g caso contrario bloqueio.
82867,veridico,"Olá Camila Ribeiro, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
34027,golpe,"Você recebeu um PIX de R$297,00. Para reembolsar acesse bit.ly/4kg69l2 e confirme identidade. Urgente"
8143,golpe,"Parabéns Marina Gomes! Você ganhou R$5.495,00. Resgate em linktr.ee/n3kw29x / enviar dados agora."
27680,golpe,"Transferência não autorizada R$3.641,00 — cancele em oi.is/to7b9ci ou perderá a quantia."
70416,veridico,"Bom dia, Seu código de confirmação é 144565. Utilize para concluir seu cadastro. Em caso de dúvidas ligue +55 (61) 5345-3981."
23964,golpe,"P@r@benz AN@ C@rdozo! Você g@nhou R$7.312,00. Rezg@te em @pp.link/de9mpq9 / envi@r d@doz @gor@."
10897,golpe,Pagamento recusado: verifique seus dados em tinyurl.com/1dwgm42 caso contrario bloqueio.
6314,golpe,Pagamento recusado: verifique seus dados em oi.is/qbor32g caso contrario bloqueio. - atualize ja
36638,golpe,"Parabéns Ana Ferreira! Você ganhou R$1.963,00. Resgate em tinyurl.com/ya2jvul / enviar dados agora."
38526,golpe,"Transferência não autorizada R$7.115,00 — cancele em linktr.ee/gax9oma ou perderá a quantia."
589,golpe,"Você recebeu um PIX de R$5.698,00. Para reembolsar acesse rb.gy/5c2cqn7 e confirme identidade."
16232,golpe,URGENTE: Itaú detectou atividade suspeita na sua conta Bruno Souza. Acesse go.link/e6ju6wo e confirme antes de sexta-feira. Nao responda a ninguem
24411,golpe,Atualize dados agora: app.link/zwzhbtq ou sua conta sera encerrada em quinta-feira. ⚠️
73761,veridico,SESC: Inscrição confirmada para Python para Iniciantes em amanhã. Boas-vindas! Em caso de dúvidas ligue +55 (71) 0633-3847.
59735,veridico,"Aviso: Fatura gerada: Vencimento em amanhã. Valor devido: R$ 301,00. Pague pelo app."
41275,golpe,"Entrega com TAXA pendente R$1.948,00. Pagamento em oi.is/iy404fk para finalizar."
58675,veridico,"Olá, Seu código de confirmação é 927971. Utilize para concluir seu cadastro."
10878,golpe,"Parabens Thiago Martins! Você ganhou R$3.571,00. Resgate em bit.ly/2fzidtc / enviar dados agora."
48607,golpe,Atualize dados agora: rb.gy/12wz0i3 ou sua conta será encerrada em hoje. ⚠️
58457,veridico,"Fatura gerada: Vencimento em sábado. Valor devido: R$ 597,00. Pague pelo app."
76877,veridico,"Recarga realizada com sucesso. Crédito de R$ 4.856,00 adicionado ao número +55 (11) 0302-0720. Protocolo: 272891. Em caso de dúvidas ligue +55 (71) 3980-8362."
7396,golpe,"Lucas Cardoso, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em tinyurl.com/lr4e3zn ou ligue +55 (31) 0348-7347."
73930,veridico,Agendamento confirmado: Consulta com Dr. Thiago Martins em amanhã às 06:00. Comparecer 15min antes. Protocolo: 589359.
43599,golpe,Atualize dados agora: tinyurl.com/2vmpciv ou sua conta será encerrada em segunda-feira. ✅..
75236,veridico,SESC: Inscrição confirmada para Yoga em terça-feira. Boas-vindas!
62788,veridico,"Bom dia, Mensagem do sistema: manutenção programada em quinta-feira das 16:45 às 18:45. Em caso de dúvidas ligue +55 (31) 0650-6432."
68125,veridico,"Ola Camila Souza, sua solicitacao foi recebida. Em breve nossa equipe entrara em contato."
72958,veridico,"Olá Lucas Ferreira, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
41834,golpe,"Transferência não autorizada R$1.830,00 — cancele em oi.is/vy5nera ou perderá a quantia. Nao responda a ninguem..."
45006,golpe,"Entrega com taxa pendente R$1.013,00. Pagamento em tinyurl.com/duvg707 para finalizar."
9744,golpe,"Thiago Araujo, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em linktr.ee/1jgz81y ou ligue +55 (21) 5012-7609."
37221,golpe,PAGAMENTO recusado: verifique seus dados em oi.is/ u5zebq5 caso contrario bloqueio. - atualize ja
43784,golpe,Suporte técnico: autorização remota pendente. Conecte-se em app.link/yot6th7 para resolver. Urgente
84677,veridico,"Olá Beatriz Costa, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Protocolo: 667093."
46888,golpe,Suporte técnico: autorização remota pendente. Conecte-se em linktr.ee/pcqhzvo para resolver. - atualize ja
89085,veridico,Agendamento confirmado: Consulta com Dr. Ana Nunes em hoje às 06:00. Comparecer 15min antes. Protocolo: 617952.
61205,veridico,"Olá Thiago Martins, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
37067,golpe,Suporte técnico: autorização remota pendente. Conecte-se em linktr.ee/lp7jtjf para resolver. - atualize ja!!
96700,veridico,"Aviso: Olá Paulo Cardoso, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Em caso de dúvidas ligue +55 (31) 6532-7800."
46391,golpe,ATUALIZE dados agora: bit.ly/tz0uomo ou sua conta sera encerrada em sexta-feira. 😐 Urgente
41434,golpe,"Parabéns Mariana Cardoso! Você ganhou R$5.722,00. Resgate em app.link/8rxpuve / enviar dados agora."
59057,veridico,"Olá Mateus Carvalho, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
59677,veridico,Agendamento confirmado: Consulta com Dr. Fernanda Rocha em terça-feira às 07:15. Comparecer 15min antes.
86424,veridico,Agendamento confirmado: Consulta com Dr. Lucas Almeida em quinta-feira às 15:30. Comparecer 15min antes.
12825,golpe,Atualize dados agora: tinyurl.com/b3l5u7t ou sua conta sera encerrada em hoje. 🚨 Nao responda a ninguem
79434,veridico,"Olá, Seu código de confirmação é 544670. Utilize para concluir seu cadastro."
98053,veridico,"Ola, Mensagem do sistema: manutencao programada em segunda-feira das 22:15 às 13:00."
80915,veridico,"Olá, SESC: Inscrição confirmada para Python para Iniciantes em terça-feira. Boas-vindas!"
58965,veridico,SESC: Inscrição confirmada para Design Gráfico em segunda-feira. Boas-vindas!
18780,golpe,"Você recebeu um PIX de R$5.970,00. Para reembolsar acesse rb.gy/zabr9jd e confirme identidade. - atualize ja"
65193,veridico,"Compra confirmada: ModaAqui - Pedido Pedido #202647. Valor R$ 5.082,00. Acompanhe pelo app."
84728,veridico,"Aviso: Fatura gerada: Vencimento em sexta-feira. Valor devido: R$ 7.103,00. Pague pelo app."
66336,veridico,Aviso: Entrega realizada: seu pedido Pedido #910237 foi entregue hoje às 21:45. Agradecemos a preferência! Protocolo: 280103.
57802,veridico,"Bom dia, Recarga realizada com sucesso. Crédito de R$ 678,00 adicionado ao número +55 (11) 4488-9560."
66359,veridico,Entreg@ re@liz@d@: seu pedido Pedido #396629 foi entregue hoje às 17:45. Agr@decemos @ preferênci@!
98300,veridico,"Bom dia, Seu código de confirmação é 080543. Utilize para concluir seu cadastro. Em caso de dúvidas ligue +55 (41) 1279-4963."
3152,golpe,"Seu código de segurança é 260528. NUNCA compartilhe. Se não pediu, acesse oi.is/392g5gj. Urgente"
83429,veridico,"Recarga realizada com sucesso. Crédito de R$ 7.323,00 adicionado ao número +55 (27) 1416-7645. Protocolo: 767041. Em caso de dúvidas ligue +55 (61) 6656-4450."
65753,veridico,"Bom dia, Olá Camila Costa, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Em caso de dúvidas ligue +55 (27) 2681-6038."
43265,golpe,"Entrega com taxa pendente R$1.749,00. Pagamento em bit.ly/fj6ghkb para finalizar. Urgente"
31407,golpe,Atualize dados agora: bit.ly/3dvpt2s ou sua conta será encerrada em terça-feira. 🙂 Urgente
85520,veridico,"Olá João Martins, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Em caso de dúvidas ligue +55 (21) 2502-2266."
1229,golpe,"Seu código de segurança é 315659. NUNCA compartilhe. Se não pediu, acesse oi.is/zh6h83x."
74055,veridico,Agendamento confirmado: Consulta com Dr. Diego Oliveira em sexta-feira às 18:30. Comparecer 15min antes.
52572,veridico,"Bom dia, Agendamento confirmado: Consulta com Dr. Camila Gomes em quinta-feira às 07:30. Comparecer 15min antes. Protocolo: 930950."
60516,veridico,"Bom dia, Compra confirmada: MercadoFacil - Pedido Pedido #189792. Valor R$ 1.125,00. Acompanhe pelo app. Protocolo: 207371."
38368,golpe,"Parabens Marina Almeida! Você ganhou R$6.064,00. Resgate em app.link/fhqv1ky / enviar dados agora."
61135,veridico,"Compra confirmada: Padaria do Zé - Pedido Pedido #133358. Valor R$ 2.211,00. Acompanhe pelo app. Protocolo: 377929."
41341,golpe,"Diego Martins, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em bit.ly/h99hrdt ou ligue +55 (41) 3332-6630. Urgente"
80351,veridico,"Olá Lucas Souza, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
37754,golpe,Atualize dados agora: oi.is/qtb3hky ou sua conta será encerrada em sábado. 😐
23012,golpe,"Transferência não autorizada R$5.041,00 — cancele em rb.gy/gs4ijjr ou perderá a quantia."
72223,veridico,"Bom dia, Agendamento confirmado: Consulta com Dr. Isabela Silva em hoje às 19:30. Comparecer 15min antes."
75673,veridico,Mensagem do sistema: manutenção programada em quarta-feira das 12:15 às 21:30. Em caso de dúvidas ligue +55 (41) 6676-8249.
24014,golpe,"Seu código de segurança é 324273. NUNCA compartilhe. Se não pediu, acesse rb.gy/e9onyph."
75309,veridico,"Bom dia, Banco do Brasil: TED agendado para sabado no valor de R$ 163,00. Saldo apos: R$ 5.159,00."
14101,golpe,Suporte tecnico: autorizacao remota pendente. Conecte-se em go.link/jc3gb2t para resolver.
98153,veridico,"Bom dia, Seu código de confirmação é 003032. Utilize para concluir seu cadastro."
48905,golpe,"Seu código de segurança é 270365. NUNCA compartilhe. Se não pediu, acesse go.link/23stg5h."
2809,golpe,Pagamento recusado: verifique seus dados em rb.gy/1ji4f06 caso contrario bloqueio.
18292,golpe,URGENTE: Itaú detectou atividade suspeita na sua conta Marina Silva. Acesse app.link/u8f5pfs e confirme antes de hoje.
23224,golpe,"Parabéns Carlos Silva! Você ganhou R$305,00. Resgate em tinyurl.com/sxi8yxr / enviar dados agora. Nao responda a ninguem"
67961,veridico,Seu código de confirmação é 480246. Utilize para concluir seu cadastro. Protocolo: 882221. Em caso de dúvidas ligue +55 (51) 9408-8906.
84971,veridico,Seu codigo de confirmacao e 135133. Utilize para concluir seu cadastro. Protocolo: 706755.
81689,veridico,Seu código de confirmação é 033004. Utilize para concluir seu cadastro.
11196,golpe,PAGAMENTO recusado: verifique seus dados em tinyurl.com/nf5bohk caso contrario bloqueio...
78370,veridico,Aviso: Seu código de confirmação é 667160. Utilize para concluir seu cadastro. Protocolo: 121786.
82182,veridico,"Bom dia, Olá Lucas Silva, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
89605,veridico,"Bom dia, Fatura gerada: Vencimento em quinta-feira. Valor devido: R$ 1.029,00. Pague pelo app."
90294,veridico,"Bom dia, Olá Diego Ribeiro, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
43692,golpe,"Transferência nao autorizada R$145,00 — cancele em bit.ly/j4qsrsp ou perdera a quantia."
48100,golpe,"Seu código de segurança é 468687. NUNCA compartilhe. Se não pediu, acesse oi.is/5yxpntp."
77804,veridico,Agendamento confirmado: Consulta com Dr. Camila Cardoso em segunda-feira às 08:15. Comparecer 15min antes.
90472,veridico,Entrega realizada: seu pedido Pedido #739914 foi entregue hoje às 23:30. Agradecemos a preferência!
99882,veridico,"Recarga realizada com sucesso. Crédito de R$ 5.328,00 adicionado ao número +55 (61) 8937-9932."
39026,golpe,"João COSTA, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em bit.ly/3ffnxnu ou ligue +55 (27) 0941-2774."
64397,veridico,"Bom dia, Entrega realizada: seu pedido Pedido #92360 foi entregue hoje às 08:15. Agradecemos a preferência!"
96317,veridico,Seu código de confirmação é 817001. Utilize para concluir seu cadastro. Em caso de dúvidas ligue +55 (11) 1185-3683.
75135,veridico,Aviso: Mensagem do sistema: manutenção programada em hoje das 16:00 às 10:45.
14088,golpe,Atualize dados agora: go.link/384w7hc ou sua conta será encerrada em sábado. ✅..
84000,veridico,Aviso: SESC: Inscrição confirmada para Desenvolvimento Web em quarta-feira. Boas-vindas! Protocolo: 591330.
74599,veridico,"Olá Paulo Santos, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
23959,golpe,"Você recebeu um PIX de R$5.878,00. Para reembolsar acesse app.link/x4z85ru e confirme identidade. Nao responda a ninguem"
91738,veridico,"Olá Carlos Almeida, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
93559,veridico,"Ola Marina Martins, sua solicitacao foi recebida. Em breve nossa equipe entrara em contato."
93869,veridico,"Bom dia, SESC: Inscrição confirmada para Python para Iniciantes em amanhã. Boas-vindas!"
73242,veridico,SESC: Inscricao confirmada para Marketing Digital em sexta-feira. Boas-vindas! Em caso de dúvidas ligue +55 (21) 8086-0181.
49254,golpe,Suporte técnico: autorização remota pendente. Conecte-se em linktr.ee/b2ucjlx para resolver.
40284,golpe,Pagamento RECUSADO: verifique seus dados em rb.gy/l6hcxo7 caso contrario bloqueio.
55727,veridico,Entreg@ re@liz@d@: seu pedido Pedido #797384 foi entregue hoje às 16:00. Agr@decemos @ preferênci@! Protocolo: 602928.
36370,golpe,"Entrega com taxa pendente R$6.064,00. Pagamento em tinyurl.com/a6xy4iy para finalizar. Aja agora"
52502,veridico,Agendamento confirmado: Consulta com Dr. Lucas Silva em segunda-feira às 18:15. Comparecer 15min antes. Protocolo: 665579.
78573,veridico,Seu código de confirmação é 074447. Utilize para concluir seu cadastro.
39826,golpe,Suporte técnico: autorização remota pendente. Conecte-se em rb.gy/96nxoiv para resolver. - atualize ja
32207,golpe,"Parabéns Fernanda Gomes! VOCÊ ganhou R$3.061,00. Resgate em tinyurl.com/09o48zz / enviar dados agora. Urgente"
24617,golpe,Suporte técnico: autorização remota pendente. Conecte-se em rb.gy/2ji5eh8 para resolver. Nao responda a ninguem
28348,golpe,"Fernanda Costa, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em oi.is/lkunvbo ou ligue +55 (21) 2430-3699."
32879,golpe,URGENTE: Bradesco detectou atividade suspeita na sua conta Lucas Oliveira. Acesse bit.ly/mebzg3v e confirme antes de sexta-feira.
19040,golpe,Suporte técnico: autorização remota pendente. Conecte-se em go.link/6u14rmm para resolver. Urgente
15353,golpe,"Você recebeu um PIX de R$7.628,00. Para reembolsar acesse app.link/3y8xhev e confirme identidade."
58318,veridico,Seu código de confirmação é 443756. Utilize para concluir seu cadastro.
57192,veridico,"Compra confirmada: Casa e Cia - Pedido Pedido #890823. Valor R$ 3.880,00. Acompanhe pelo app."
6855,golpe,"Parabens Camila Cardoso! Você ganhou R$87,00. Resgate em rb.gy/bam1wc6 / enviar dados agora. Nao responda a ninguem..."
37140,golpe,URGENTE:SantanderdetectouatividadesuspeitannasuacontaIsabelaSantos.Acesserb.gy/ahbzubaeconfirmeantesdequarta-feira.Naorespondaaninguem
13083,golpe,"VOCÊ recebeu um PIX de R$6.512,00. Para reembolsar acesse rb.gy/qjnycq1 e confirme identidade. Nao responda a ninguem.."
23665,golpe,"LARISSA Almeida, seu CPF foi bloqueado por suspeita de fraude. Desbloqueie em oi.is/9qptoc5 ou ligue +55 (31) 9713-1050."
51432,veridico,"Olá, Seu código de confirmação é 058537. Utilize para concluir seu cadastro."
25742,golpe,"Você recebeu um PIX de R$3.120,00. Para reembolsar acesse bit.ly/0g2hkbd e confirme identidade."
83653,veridico,"Fatura gerada: Vencimento em quinta-feira. Valor devido: R$ 653,00. Pague pelo app. Em caso de dúvidas ligue +55 (61) 2128-4789."
51814,veridico,"Olá Larissa Oliveira, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
1091,golpe,URGENTE: Bradesco detectou atividade suspeita na sua conta Bruno Cardoso. Acesse linktr.ee/m21ldki e confirme antes de sabado. Aja agora
90761,veridico,"Nubank: TED agendado para sexta-feira no valor de R$ 7.759,00. Saldo após: R$ 3.086,00."
78109,veridico,"Aviso: Olá Bruno Santos, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
11019,golpe,URGENTE: Santander detectou atividade suspeita na sua conta Larissa Souza. Acesse oi.is/z9n3ohu e confirme antes de segunda-feira. - atualize ja
6931,golpe,Pagamento recusado: verifique seus dados em rb.gy/vj8he3g caso contrario bloqueio.
49102,golpe,URGENTE: Caixa DETECTOU atividade suspeita na sua conta Thiago Souza. Acesse oi.is/4eesqc0 e confirme antes de terça-feira.
33076,golpe,"Seu código de segurança é 726697. NUNCA compartilhe. Se não pediu, acesse go.link/w29ogk6."
5660,golpe,"Parabens Mateus Carvalho! Você ganhou R$661,00. Resgate em bit.ly/m6zbi3y / enviar dados agora. - atualize ja "
15005,golpe,"Você recebeu um PIX de R$1.060,00. Para reembolsar acesse rb.gy/fx4ijl5 e confirme identidade."
66125,veridico,"Itaú: TED agendado para sexta-feira no valor de R$ 7.421,00. Saldo após: R$ 11.187,00."
1804,golpe,Suporte técnico: autorização remota pendente. Conecte-se em oi.is/41mgnio para resolver.
28924,golpe,Pagamento recusado: verifique seus dados em linktr.ee/hz2n4ka caso contrario bloqueio.
87211,veridico,"Recarga realizada com sucesso. Crédito de R$ 5.151,00 adicionado ao número +55 (21) 4857-7179. Em caso de dúvidas ligue +55 (85) 0724-3415."
6646,golpe,"Seu código de segurança é 175307. NUNCA compartilhe. Se não pediu, acesse rb.gy/tpec06f. - atualize ja"
69072,veridico,"Fatura gerada: Vencimento em amanhã. Valor devido: R$ 3.154,00. Pague pelo app. Em caso de dúvidas ligue +55 (27) 3181-4971."
55190,veridico,"Olá, Recarga realizada com sucesso. Crédito de R$ 15,00 adicionado ao número +55 (41) 6980-7835."
54109,veridico,Mensagem do sistema: manutenção programada em terça-feira das 12:45 às 09:15. Protocolo: 637060.
96669,veridico,Agendamento confirmado: Consulta com Dr. Gustavo Cardoso em terça-feira às 17:45. Comparecer 15min antes.
79759,veridico,"Bom dia, Entrega realizada: seu pedido Pedido #524194 foi entregue hoje às 21:30. Agradecemos a preferência! Protocolo: 686471."
96166,veridico,"Compra confirmada: Casa e Cia - Pedido Pedido #423985. Valor R$ 2.005,00. Acompanhe pelo app. Protocolo: 822072."
73580,veridico,"Caixa: TED agendado para segunda-feira no valor de R$ 264,00. Saldo após: R$ 16.743,00."
79394,veridico,Seu código de confirmação é 569146. Utilize para concluir seu cadastro. Em caso de dúvidas ligue +55 (85) 9484-5366.
18744,golpe,"VOCÊ recebeu um PIX de R$3.934,00. Para reembolsar acesse go.link/0t9be4z e confirme identidade. - atualize ja?!"
36144,golpe,Atualize dados agora: linktr.ee/fl6qswq ou sua conta será encerrada em sábado. 🚨
62319,veridico,"Compra confirmada: Padaria do Zé - Pedido Pedido #75386. Valor R$ 7.155,00. Acompanhe pelo app. Em caso de dúvidas ligue +55 (21) 9665-8639."
72212,veridico,Entrega realizada: seu pedido Pedido #489188 foi entregue hoje às 09:45. Agradecemos a preferência!
86776,veridico,Entrega realizada: seu pedido Pedido #305360 foi entregue hoje às 21:15. Agradecemos a preferência!
42566,golpe,"Seu código de segurança é 233654. NUNCA compartilhe. Se não pediu, acesse bit.ly/ovdx380."
88028,veridico,"Aviso: Olá Rafael Araujo, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
50407,veridico,"Olá, SESC: Inscrição confirmada para Marketing Digital em sábado. Boas-vindas!"
57415,veridico,Agendamento confirmado: Consulta com Dr. Lucas Martins em sábado às 16:15. Comparecer 15min antes. Protocolo: 238373.
6090,golpe,"Transferência não autorizada R$1.537,00 — cancele em app.link/0vzc4dz ou perderá a quantia.."
28899,golpe,URGENTE: Bradezco detectou atividade zuzpeita na zua conta Ana Carvalho. Acezze linktr.ee/mebog9e e confirme antez de zexta-feira. Urgente
39199,golpe,Atualize dados agora: app.link/6tw02z4 ou sua conta será encerrada em hoje. 🙂
49850,golpe,URGENTE: Bradesco detectou atividade suspeita na sua conta Fernanda Silva. Acesse app.link/yc3bbkk e confirme antes de segunda-feira.
5084,golpe,Pagamento recusado: verifique seus dados em oi.is/48wa527 caso contrario bloqueio.
72615,veridico,"Bom dia, Nubank: TED agendado para amanhã no valor de R$ 243,00. Saldo após: R$ 8.368,00."
80486,veridico,"Compra confirmada: ModaAqui - Pedido Pedido #580181. Valor R$ 7.339,00. Acompanhe pelo app. Em caso de dúvidas ligue +55 (11) 3079-5392."
87158,veridico,"Ola, Ola Sofia Costa, sua solicitacao foi recebida. Em breve nossa equipe entrara em contato."
30849,golpe,Atualize dados agora: go.link/tihdpj4 ou sua conta será encerrada em quarta-feira. 🙂
59308,veridico,"Olá, Entrega realizada: seu pedido Pedido #127970 foi entregue hoje às 17:15. Agradecemos a preferência! Protocolo: 180656."
45027,golpe,URGENTE: Itaú detectou atividade suspeita na sua conta Rafaela Gomes. Acesse bit.ly/nlc5hiz e confirme antes de segunda-feira.
99223,veridico,Agendamento confirmado: Consulta com Dr. Diego Ribeiro em segunda-feira às 12:00. Comparecer 15min antes.
80243,veridico,"Bom dia, Compra confirmada: SuperOfertas - Pedido Pedido #511895. Valor R$ 5.249,00. Acompanhe pelo app."
78717,veridico,"Olá, Caixa: TED agendado para hoje no valor de R$ 5.208,00. Saldo após: R$ 6.195,00."
91284,veridico,"Aviso: Compra confirmada: Padaria do Zé - Pedido Pedido #563660. Valor R$ 817,00. Acompanhe pelo app."
91260,veridico,Aviso: Agendamento confirmado: Consulta com Dr. Sofia Cardoso em segunda-feira às 19:45. Comparecer 15min antes. Em caso de dúvidas ligue +55 (85) 7433-5802.
28606,golpe,Atualize dados agora: tinyurl.com/y0rgvq5 ou sua conta será encerrada em sábado. 🙂 Urgente
52447,veridico,"Bom dia, Compra confirmada: Padaria do Zé - Pedido Pedido #158454. Valor R$ 5.123,00. Acompanhe pelo app."
74917,veridico,SESC: Inscrição confirmada para Iniciação em Fotografia em quarta-feira. Boas-vindas!
19345,golpe,"Entrega com taxa pendente R$4.143,00. Pagamento em rb.gy/7ovtvu3 para finalizar."
27773,golpe,"Você recebeu um PIX de R$5.332,00. Para reembolsar acesse oi.is/e8lrdtx e confirme identidade. Nao responda a ninguem"
63750,veridico,"Olá Thiago Araujo, sua solicitação foi recebida. Em breve nossa equipe entrará em contato."
36323,golpe,"Transferência não autorizada R$57,00 — cancele em tinyurl.com/6tvjnlt ou perderá a quantia. Nao responda a ninguem"
79105,veridico,Aviso: Mensagem do sistema: manutenção programada em sábado das 21:30 às 20:30.
96855,veridico,"Olá Bruno Araujo, sua solicitação foi recebida. Em breve nossa equipe entrará em contato. Protocolo: 441577."
21095,golpe,URGENTE: Banco do Brasil detectou atividade suspeita na sua conta Carlos Gomes. Acesse tinyurl.com/gv3t4bl e confirme antes de quarta-feira. - atualize ja
